ID cluster length robot_feedback previous_score current_score current_result action engagement
user_59/session_1 1 7 0 0 -3 -1 3 0.193449501132
user_59/session_1 1 9 0 -3 -4 -1 4 0.229924873961
user_59/session_1 1 9 1 -4 -4 -1 1 0.176235621984
user_59/session_1 1 5 0 -4 2 1 1 0.222572018094
user_59/session_1 1 5 0 2 2 1 0 0.210549736125
user_59/session_1 1 3 0 2 1 1 5 0.176061247889
user_59/session_1 1 3 2 1 1 1 2 0.13564556232
user_59/session_1 1 7 0 1 3 1 1 0.195673446945
user_59/session_1 1 5 0 3 2 1 0 0.184625354573
user_59/session_1 1 3 0 2 1 1 4 0.182369563919
user_59/session_1 1 3 1 1 1 1 1 0.132223903468
user_59/session_1 1 5 0 1 2 1 5 0.147685592066
user_59/session_1 1 5 2 2 2 1 2 0.150436496775
user_59/session_1 1 7 0 2 -3 -1 3 0.160553689581
user_59/session_1 1 9 0 -3 4 1 4 0.227746203582
user_59/session_1 1 9 1 4 -4 -1 3 0.231833499396
user_59/session_1 1 9 0 -4 4 1 2 0.268315965004
user_59/session_1 1 7 0 4 3 1 2 0.33185330558
user_59/session_1 1 7 0 3 3 1 1 0.279083312514
user_59/session_1 1 5 0 3 2 1 5 0.206307102436
user_59/session_1 1 5 2 2 2 1 2 0.163811439361
user_59/session_1 1 7 0 2 -3 -1 0 0.145587535289
user_59/session_1 1 3 0 -3 1 1 4 0.241844680924
user_59/session_1 1 3 1 1 1 1 1 0.218346929539
user_59/session_1 1 5 0 1 2 1 -1 0.178597689488
user_34/session_1 1 7 0 0 3 1 3 0.364114988074
user_34/session_1 1 9 0 3 -4 -1 4 0.165550841064
user_34/session_1 1 9 1 -4 -4 -1 1 0.114894693292
user_34/session_1 1 5 0 -4 2 1 1 0.270530109133
user_34/session_1 1 5 0 2 2 1 0 0.209803411858
user_34/session_1 1 3 0 2 1 1 5 0.158699063938
user_34/session_1 1 3 2 1 1 1 2 0.191389590737
user_34/session_1 1 7 0 1 3 1 1 0.287418168328
user_34/session_1 1 5 0 3 2 1 0 0.186367476925
user_34/session_1 1 3 0 2 1 1 4 0.214982832155
user_34/session_1 1 3 1 1 1 1 1 0.278775601434
user_34/session_1 1 5 0 1 2 1 5 0.182077694523
user_34/session_1 1 5 2 2 2 1 2 0.218936301316
user_34/session_1 1 7 0 2 3 1 3 0.188706839708
user_34/session_1 1 9 0 3 -4 -1 4 0.156811466021
user_34/session_1 1 9 1 -4 -4 -1 3 0.255302372764
user_34/session_1 1 9 0 -4 -4 -1 2 0.196695566325
user_34/session_1 1 7 0 -4 3 1 2 0.158224774954
user_34/session_1 1 7 0 3 3 1 1 0.215416101177
user_34/session_1 1 5 0 3 2 1 5 0.313665850577
user_34/session_1 1 5 2 2 2 1 2 0.310721787292
user_34/session_1 1 7 0 2 -3 -1 0 0.207526053944
user_34/session_1 1 3 0 -3 1 1 4 0.280843514802
user_34/session_1 1 3 1 1 1 1 1 0.279330579279
user_34/session_1 1 5 0 1 2 1 -1 0.235694565301
user_57/session_1 2 5 0 0 2 1 2 0.489756319723
user_57/session_1 2 7 0 2 3 1 4 0.390938914131
user_57/session_1 2 7 1 3 3 1 3 0.333029900269
user_57/session_1 2 9 0 3 -4 -1 2 0.410823109513
user_57/session_1 2 7 0 -4 3 1 1 0.294561296284
user_57/session_1 2 5 0 3 2 1 0 0.303690974918
user_57/session_1 2 3 0 2 1 1 2 0.491468329091
user_57/session_1 2 7 0 1 -3 -1 3 0.26602430196
user_57/session_1 2 9 0 -3 -4 -1 5 0.176678527875
user_57/session_1 2 9 2 -4 -4 -1 3 0.279200498626
user_57/session_1 2 9 0 -4 -4 -1 4 0.249360091717
user_57/session_1 2 9 1 -4 -4 -1 1 0.342989753498
user_57/session_1 2 5 0 -4 -2 -1 1 0.42883025258
user_57/session_1 2 5 0 -2 2 1 0 0.46189883194
user_57/session_1 2 3 0 2 1 1 5 0.371493777166
user_57/session_1 2 3 2 1 1 1 2 0.34785977477
user_57/session_1 2 7 0 1 3 1 3 0.444404574839
user_57/session_1 2 9 0 3 4 1 2 0.369210563856
user_57/session_1 2 7 0 4 3 1 1 0.288528850649
user_57/session_1 2 5 0 3 2 1 4 0.358626965985
user_57/session_1 2 5 1 2 2 1 0 0.366394518751
user_57/session_1 2 3 0 2 1 1 4 0.365899565393
user_57/session_1 2 3 1 1 1 1 3 0.261600825856
user_57/session_1 2 9 0 1 -4 -1 2 0.231678840887
user_57/session_1 2 7 0 -4 3 1 -1 0.341321873831
user_26/session_1 2 3 0 0 1 1 1 0.434271768125
user_26/session_1 2 5 0 1 2 1 2 0.316790941411
user_26/session_1 2 7 0 2 3 1 4 0.237930149534
user_26/session_1 2 7 1 3 3 1 2 0.177173263103
user_26/session_1 2 7 0 3 -3 -1 3 0.12110856813
user_26/session_1 2 9 0 -3 -4 -1 5 0.230495498541
user_26/session_1 2 9 2 -4 -4 -1 1 0.243262116666
user_26/session_1 2 5 0 -4 2 1 4 0.161876161052
user_26/session_1 2 5 1 2 2 1 0 0.305983396236
user_26/session_1 2 3 0 2 1 1 0 0.147085047362
user_26/session_1 2 3 0 1 1 1 2 0.314603076033
user_26/session_1 2 7 0 1 3 1 4 0.452280769584
user_26/session_1 2 7 1 3 3 1 3 0.195168838874
user_26/session_1 2 9 0 3 -4 -1 5 0.284330202667
user_26/session_1 2 9 2 -4 4 1 2 0.314549105375
user_26/session_1 2 7 0 4 3 1 1 0.19712196814
user_26/session_1 2 5 0 3 2 1 4 0.319775367343
user_26/session_1 2 5 1 2 2 1 0 0.278931233698
user_26/session_1 2 3 0 2 1 1 1 0.463114517657
user_26/session_1 2 5 0 1 2 1 3 0.398645113336
user_26/session_1 2 9 0 2 -4 -1 5 0.227078701471
user_26/session_1 2 9 2 -4 -4 -1 4 0.29318199878
user_26/session_1 2 9 1 -4 -4 -1 1 0.143725224154
user_26/session_1 2 5 0 -4 2 1 0 0.228264511987
user_26/session_1 2 3 0 2 1 1 -1 0.315622558011
user_5/session_2 2 3 0 0 1 1 1 0.4144864236
user_5/session_2 2 5 0 1 2 1 2 0.182254172221
user_5/session_2 2 7 0 2 -3 -1 5 0.19739488945
user_5/session_2 2 7 2 -3 3 1 1 0.244457581072
user_5/session_2 2 5 0 3 2 1 0 0.234511421923
user_5/session_2 2 3 0 2 1 1 4 0.191385213692
user_5/session_2 2 3 1 1 1 1 2 0.343145175178
user_5/session_2 2 7 0 1 3 1 3 0.279052530336
user_5/session_2 2 9 0 3 4 1 5 0.284809847678
user_5/session_2 2 9 2 4 -4 -1 3 0.281300889318
user_5/session_2 2 9 0 -4 -4 -1 1 0.27362368634
user_5/session_2 2 5 0 -4 2 1 5 0.239812329232
user_5/session_2 2 5 2 2 -2 -1 0 0.180499457676
user_5/session_2 2 3 0 -2 1 1 4 0.335589057529
user_5/session_2 2 3 1 1 1 1 2 0.294481129173
user_5/session_2 2 7 0 1 3 1 5 0.347083518942
user_5/session_2 2 7 2 3 3 1 2 0.314631522095
user_5/session_2 2 7 0 3 3 1 3 0.256564836453
user_5/session_2 2 9 0 3 -4 -1 2 0.185899617184
user_5/session_2 2 7 0 -4 3 1 1 0.34085979694
user_5/session_2 2 5 0 3 2 1 4 0.272765991084
user_5/session_2 2 5 1 2 -2 -1 3 0.252977244662
user_5/session_2 2 9 0 -2 -4 -1 2 0.241021867881
user_5/session_2 2 7 0 -4 -3 -1 3 0.363037021458
user_5/session_2 2 9 0 -3 -4 -1 -1 0.284982080146
user_8/session_1 1 3 0 0 1 1 1 0.384899000218
user_8/session_1 1 5 0 1 2 1 4 0.693600266921
user_8/session_1 1 5 1 2 2 1 2 0.916373703893
user_8/session_1 1 7 0 2 3 1 3 0.554943255498
user_8/session_1 1 9 0 3 4 1 4 0.524470416235
user_8/session_1 1 9 1 4 4 1 1 0.539503183541
user_8/session_1 1 5 0 4 2 1 0 0.765406245001
user_8/session_1 1 3 0 2 1 1 4 0.704492192115
user_8/session_1 1 3 1 1 1 1 2 1.16134902127
user_8/session_1 1 7 0 1 -3 -1 0 0.41488360579
user_8/session_1 1 3 0 -3 1 1 5 1.20607197925
user_8/session_1 1 3 2 1 1 1 1 0.843942939343
user_8/session_1 1 5 0 1 2 1 2 0.653524309522
user_8/session_1 1 7 0 2 -3 -1 3 0.476208523806
user_8/session_1 1 9 0 -3 4 1 4 0.473773928148
user_8/session_1 1 9 1 4 4 1 2 0.462109807176
user_8/session_1 1 7 0 4 3 1 0 0.55476812101
user_8/session_1 1 3 0 3 1 1 5 0.629748774916
user_8/session_1 1 3 2 1 1 1 1 0.328836669148
user_8/session_1 1 5 0 1 2 1 0 0.764581319591
user_8/session_1 1 3 0 2 1 1 2 0.629156037937
user_8/session_1 1 7 0 1 3 1 5 0.825719979421
user_8/session_1 1 7 2 3 -3 -1 2 0.621711801715
user_8/session_1 1 7 0 -3 3 1 1 0.757673475077
user_8/session_1 1 5 0 3 2 1 -1 0.735877240325
user_42/session_1 2 7 0 0 3 1 2 0.288424170973
user_42/session_1 2 7 0 3 -3 -1 5 0.170239610916
user_42/session_1 2 7 2 -3 3 1 3 0.299514914828
user_42/session_1 2 9 0 3 -4 -1 1 0.239880093716
user_42/session_1 2 5 0 -4 2 1 4 0.316249722084
user_42/session_1 2 5 1 2 2 1 1 0.30919163198
user_42/session_1 2 5 0 2 2 1 0 0.284176079155
user_42/session_1 2 3 0 2 1 1 5 0.178184869088
user_42/session_1 2 3 2 1 1 1 3 0.164896387689
user_42/session_1 2 9 0 1 -4 -1 4 0.148846754247
user_42/session_1 2 9 1 -4 -4 -1 2 0.151000607943
user_42/session_1 2 7 0 -4 3 1 1 0.199899920239
user_42/session_1 2 5 0 3 2 1 0 0.182436866249
user_42/session_1 2 3 0 2 1 1 4 0.167275567246
user_42/session_1 2 3 1 1 1 1 1 0.196108857624
user_42/session_1 2 5 0 1 -2 -1 1 0.106651135495
user_42/session_1 2 5 0 -2 2 1 3 0.157975266586
user_42/session_1 2 9 0 2 -4 -1 5 0.156289870351
user_42/session_1 2 9 2 -4 -4 -1 3 0.113352680652
user_42/session_1 2 9 0 -4 -4 -1 1 0.123221016556
user_42/session_1 2 5 0 -4 2 1 0 0.147933021584
user_42/session_1 2 3 0 2 1 1 2 0.0843185365884
user_42/session_1 2 7 0 1 3 1 2 0.149162138355
user_42/session_1 2 7 0 3 -3 -1 4 0.126939274445
user_42/session_1 2 7 1 -3 -3 -1 -1 0.128758389552
user_47/session_1 0 5 0 0 -2 -1 2 0.420571738716
user_47/session_1 0 7 0 -2 -3 -1 4 0.32973850892
user_47/session_1 0 7 1 -3 3 1 3 0.455321654968
user_47/session_1 0 9 0 3 -4 -1 2 0.299926347407
user_47/session_1 0 7 0 -4 -3 -1 1 0.312181746204
user_47/session_1 0 5 0 -3 2 1 0 0.316168824631
user_47/session_1 0 3 0 2 1 1 2 0.347961953587
user_47/session_1 0 7 0 1 -3 -1 3 0.368694729026
user_47/session_1 0 9 0 -3 -4 -1 5 0.280733807503
user_47/session_1 0 9 2 -4 -4 -1 3 0.300008854668
user_47/session_1 0 9 0 -4 -4 -1 4 0.341433284697
user_47/session_1 0 9 1 -4 -4 -1 1 0.300074784378
user_47/session_1 0 5 0 -4 -2 -1 1 0.420588655385
user_47/session_1 0 5 0 -2 -2 -1 0 0.28793941699
user_47/session_1 0 3 0 -2 1 1 5 0.527176315707
user_47/session_1 0 3 2 1 1 1 2 0.347480727394
user_47/session_1 0 7 0 1 -3 -1 3 0.448228665235
user_47/session_1 0 9 0 -3 -4 -1 2 0.483260765114
user_47/session_1 0 7 0 -4 -3 -1 1 0.414183235558
user_47/session_1 0 5 0 -3 2 1 4 0.341781044403
user_47/session_1 0 5 1 2 2 1 0 0.298568067029
user_47/session_1 0 3 0 2 1 1 4 0.473696907263
user_47/session_1 0 3 1 1 1 1 3 0.399959156948
user_47/session_1 0 9 0 1 -4 -1 2 0.28045303748
user_47/session_1 0 7 0 -4 -3 -1 -1 0.356814670159
user_18/session_1 2 3 0 0 1 1 1 0.353934373161
user_18/session_1 2 5 0 1 2 1 2 0.443545011226
user_18/session_1 2 7 0 2 3 1 3 0.340647193315
user_18/session_1 2 9 0 3 -4 -1 4 0.30861131174
user_18/session_1 2 9 1 -4 -4 -1 2 0.200223778882
user_18/session_1 2 7 0 -4 -3 -1 0 0.366362124424
user_18/session_1 2 3 0 -3 1 1 5 0.265993802931
user_18/session_1 2 3 2 1 1 1 1 0.23543593417
user_18/session_1 2 5 0 1 -2 -1 4 0.280978701081
user_18/session_1 2 5 1 -2 2 1 1 0.15648076475
user_18/session_1 2 5 0 2 2 1 0 0.301162966068
user_18/session_1 2 3 0 2 1 1 5 0.468939796114
user_18/session_1 2 3 2 1 1 1 2 0.210693107341
user_18/session_1 2 7 0 1 3 1 3 0.299932098064
user_18/session_1 2 9 0 3 4 1 5 0.464306441281
user_18/session_1 2 9 2 4 -4 -1 1 0.135407211735
user_18/session_1 2 5 0 -4 2 1 2 0.38806513164
user_18/session_1 2 7 0 2 3 1 3 0.359579855623
user_18/session_1 2 9 0 3 -4 -1 4 0.316128623244
user_18/session_1 2 9 1 -4 -4 -1 2 0.274693774309
user_18/session_1 2 7 0 -4 -3 -1 1 0.31219048468
user_18/session_1 2 5 0 -3 2 1 5 0.318846002147
user_18/session_1 2 5 2 2 2 1 1 0.309803330725
user_18/session_1 2 5 0 2 2 1 2 0.342916643943
user_18/session_1 2 7 0 2 3 1 -1 0.474441843404
user_66/session_1 2 3 0 0 1 1 1 0.267437916784
user_66/session_1 2 5 0 1 2 1 2 0.406946831068
user_66/session_1 2 7 0 2 -3 -1 5 0.203356611847
user_66/session_1 2 7 2 -3 -3 -1 1 0.250645834088
user_66/session_1 2 5 0 -3 2 1 0 0.247548569585
user_66/session_1 2 3 0 2 1 1 4 0.363191376946
user_66/session_1 2 3 1 1 1 1 2 0.234346723925
user_66/session_1 2 7 0 1 -3 -1 3 0.358142555579
user_66/session_1 2 9 0 -3 -4 -1 5 0.22448722897
user_66/session_1 2 9 2 -4 4 1 3 0.362370571034
user_66/session_1 2 9 0 4 -4 -1 1 0.291783114068
user_66/session_1 2 5 0 -4 2 1 5 0.204446347739
user_66/session_1 2 5 2 2 2 1 0 0.367374466822
user_66/session_1 2 3 0 2 1 1 4 0.228578639456
user_66/session_1 2 3 1 1 1 1 2 0.320811319109
user_66/session_1 2 7 0 1 3 1 5 0.313720328198
user_66/session_1 2 7 2 3 3 1 2 0.214851359286
user_66/session_1 2 7 0 3 3 1 3 0.229795372617
user_66/session_1 2 9 0 3 4 1 2 0.221419788599
user_66/session_1 2 7 0 4 3 1 1 0.229814814554
user_66/session_1 2 5 0 3 2 1 4 0.254820654762
user_66/session_1 2 5 1 2 2 1 3 0.275430835328
user_66/session_1 2 9 0 2 -4 -1 2 0.135890208943
user_66/session_1 2 7 0 -4 3 1 3 0.243996446429
user_66/session_1 2 9 0 3 -4 -1 -1 0.24218993314
user_63/session_1 1 7 0 0 3 1 3 0.434065475347
user_63/session_1 1 9 0 3 4 1 4 0.355715097359
user_63/session_1 1 9 1 4 -4 -1 1 0.390852287391
user_63/session_1 1 5 0 -4 2 1 1 0.376984156626
user_63/session_1 1 5 0 2 2 1 0 0.49321681375
user_63/session_1 1 3 0 2 1 1 5 0.445878294648
user_63/session_1 1 3 2 1 1 1 2 0.384050295527
user_63/session_1 1 7 0 1 -3 -1 1 0.317071226244
user_63/session_1 1 5 0 -3 2 1 0 0.287130531977
user_63/session_1 1 3 0 2 1 1 4 0.415078240022
user_63/session_1 1 3 1 1 1 1 1 0.354692958546
user_63/session_1 1 5 0 1 2 1 5 0.291609131305
user_63/session_1 1 5 2 2 2 1 2 0.363796938821
user_63/session_1 1 7 0 2 3 1 3 0.321645582553
user_63/session_1 1 9 0 3 4 1 4 0.358351759586
user_63/session_1 1 9 1 4 -4 -1 3 0.349165746257
user_63/session_1 1 9 0 -4 4 1 2 0.312874205567
user_63/session_1 1 7 0 4 -3 -1 2 0.312172885047
user_63/session_1 1 7 0 -3 -3 -1 1 0.288047370899
user_63/session_1 1 5 0 -3 2 1 5 0.201455893961
user_63/session_1 1 5 2 2 2 1 2 0.369953818921
user_63/session_1 1 7 0 2 3 1 0 0.372674105915
user_63/session_1 1 3 0 3 1 1 4 0.215920448087
user_63/session_1 1 3 1 1 1 1 1 0.253072251063
user_63/session_1 1 5 0 1 2 1 -1 0.259451741305
user_6/session_1 1 7 0 0 -3 -1 3 1.22187190749
user_6/session_1 1 9 0 -3 4 1 4 1.54893767458
user_6/session_1 1 9 1 4 4 1 1 1.1940922131
user_6/session_1 1 5 0 4 -2 -1 1 0.932431142065
user_6/session_1 1 5 0 -2 2 1 0 1.03368641479
user_6/session_1 1 3 0 2 1 1 5 1.06225918515
user_6/session_1 1 3 2 1 1 1 2 0.956033418983
user_6/session_1 1 7 0 1 3 1 1 1.0974882503
user_6/session_1 1 5 0 3 2 1 0 1.03548703112
user_6/session_1 1 3 0 2 1 1 4 0.737806554175
user_6/session_1 1 3 1 1 1 1 1 0.963227707927
user_6/session_1 1 5 0 1 2 1 5 0.963982330266
user_6/session_1 1 5 2 2 2 1 2 0.798973737302
user_6/session_1 1 7 0 2 3 1 3 1.42279759541
user_6/session_1 1 9 0 3 -4 -1 4 0.71788181392
user_6/session_1 1 9 1 -4 -4 -1 3 1.03412853417
user_6/session_1 1 9 0 -4 -4 -1 2 1.68147380417
user_6/session_1 1 7 0 -4 -3 -1 2 0.744634509143
user_6/session_1 1 7 0 -3 -3 -1 1 0.829084003141
user_6/session_1 1 5 0 -3 2 1 5 1.00860434914
user_6/session_1 1 5 2 2 2 1 2 0.89577461614
user_6/session_1 1 7 0 2 3 1 0 0.963856918189
user_6/session_1 1 3 0 3 1 1 4 0.647747895383
user_6/session_1 1 3 1 1 1 1 1 0.984385415855
user_6/session_1 1 5 0 1 2 1 -1 1.83499745512
user_16/session_1 0 3 0 0 1 1 1 0.462747130634
user_16/session_1 0 5 0 1 -2 -1 2 0.294125018646
user_16/session_1 0 7 0 -2 -3 -1 4 0.400144405293
user_16/session_1 0 7 1 -3 -3 -1 2 0.338849831315
user_16/session_1 0 7 0 -3 -3 -1 3 1.16221346911
user_16/session_1 0 9 0 -3 -4 -1 5 0.547795101697
user_16/session_1 0 9 2 -4 -4 -1 1 0.670449163653
user_16/session_1 0 5 0 -4 2 1 4 0.454843407144
user_16/session_1 0 5 1 2 2 1 0 0.395637703216
user_16/session_1 0 3 0 2 1 1 0 0.209143138251
user_16/session_1 0 3 0 1 1 1 2 0.259167351776
user_16/session_1 0 7 0 1 -3 -1 4 0.22534373875
user_16/session_1 0 7 1 -3 -3 -1 3 0.31447170608
user_16/session_1 0 9 0 -3 -4 -1 5 0.346989397941
user_16/session_1 0 9 2 -4 -4 -1 2 0.583140774379
user_16/session_1 0 7 0 -4 -3 -1 1 0.347274501815
user_16/session_1 0 5 0 -3 2 1 4 0.442642942867
user_16/session_1 0 5 1 2 2 1 0 0.455000306541
user_16/session_1 0 3 0 2 1 1 1 0.412007036296
user_16/session_1 0 5 0 1 -2 -1 3 0.280172760757
user_16/session_1 0 9 0 -2 -4 -1 5 0.337379864962
user_16/session_1 0 9 2 -4 -4 -1 4 0.408587605993
user_16/session_1 0 9 1 -4 -4 -1 1 0.47502025296
user_16/session_1 0 5 0 -4 2 1 0 0.42790748977
user_16/session_1 0 3 0 2 1 1 -1 0.259161540002
user_24/session_1 1 5 0 0 2 1 0 0.239884172116
user_24/session_1 1 3 0 2 1 1 1 0.341395215223
user_24/session_1 1 5 0 1 2 1 5 0.23715070442
user_24/session_1 1 5 2 2 2 1 2 0.228673664186
user_24/session_1 1 7 0 2 3 1 3 0.301510331089
user_24/session_1 1 9 0 3 -4 -1 2 0.432126423857
user_24/session_1 1 7 0 -4 3 1 5 0.247231674453
user_24/session_1 1 7 2 3 -3 -1 1 0.312104519449
user_24/session_1 1 5 0 -3 2 1 0 0.204870151391
user_24/session_1 1 3 0 2 1 1 4 0.224273587094
user_24/session_1 1 3 1 1 1 1 1 0.254744296158
user_24/session_1 1 5 0 1 2 1 5 0.340218742389
user_24/session_1 1 5 2 2 2 1 2 0.202237466208
user_24/session_1 1 7 0 2 3 1 1 0.337188022067
user_24/session_1 1 5 0 3 2 1 0 0.319523867721
user_24/session_1 1 3 0 2 1 1 5 0.285964176982
user_24/session_1 1 3 2 1 1 1 2 0.374383549555
user_24/session_1 1 7 0 1 3 1 3 0.233166060414
user_24/session_1 1 9 0 3 -4 -1 4 0.23848180703
user_24/session_1 1 9 1 -4 4 1 2 0.305527705007
user_24/session_1 1 7 0 4 -3 -1 3 0.394482536172
user_24/session_1 1 9 0 -3 4 1 2 0.234731100964
user_24/session_1 1 7 0 4 3 1 4 0.304347885631
user_24/session_1 1 7 1 3 3 1 1 0.185707167727
user_24/session_1 1 5 0 3 2 1 -1 0.435523417966
user_52/session_1 0 7 0 0 3 1 3 0.271380905742
user_52/session_1 0 9 0 3 -4 -1 5 0.134286567622
user_52/session_1 0 9 2 -4 -4 -1 3 0.136252993404
user_52/session_1 0 9 0 -4 -4 -1 1 0.147922645659
user_52/session_1 0 5 0 -4 -2 -1 0 0.255758091649
user_52/session_1 0 3 0 -2 1 1 4 0.243921161286
user_52/session_1 0 3 1 1 1 1 1 0.365756032317
user_52/session_1 0 5 0 1 2 1 0 0.314986981516
user_52/session_1 0 3 0 2 1 1 4 0.237486930855
user_52/session_1 0 3 1 1 1 1 1 0.29647202509
user_52/session_1 0 5 0 1 2 1 2 0.322774472649
user_52/session_1 0 7 0 2 -3 -1 2 0.22425173876
user_52/session_1 0 7 0 -3 3 1 5 0.296756600181
user_52/session_1 0 7 2 3 3 1 1 0.238682973771
user_52/session_1 0 5 0 3 2 1 2 0.23340199975
user_52/session_1 0 7 0 2 -3 -1 4 0.253631908493
user_52/session_1 0 7 1 -3 3 1 3 0.273667443862
user_52/session_1 0 9 0 3 -4 -1 2 0.212896363337
user_52/session_1 0 7 0 -4 3 1 5 0.237915707986
user_52/session_1 0 7 2 3 -3 -1 2 0.228634395582
user_52/session_1 0 7 0 -3 -3 -1 1 0.222287326172
user_52/session_1 0 5 0 -3 2 1 0 0.269795478216
user_52/session_1 0 3 0 2 1 1 4 0.234815122272
user_52/session_1 0 3 1 1 1 1 2 0.270548332799
user_52/session_1 0 7 0 1 -3 -1 -1 0.238975891797
user_15/session_1 2 5 0 0 2 1 0 0.291191995674
user_15/session_1 2 3 0 2 1 1 1 0.141851730706
user_15/session_1 2 5 0 1 2 1 5 0.234005044613
user_15/session_1 2 5 2 2 2 1 2 0.205566624726
user_15/session_1 2 7 0 2 3 1 3 0.188520885009
user_15/session_1 2 9 0 3 -4 -1 2 0.236596966576
user_15/session_1 2 7 0 -4 3 1 5 0.36675903031
user_15/session_1 2 7 2 3 -3 -1 1 0.252398618003
user_15/session_1 2 5 0 -3 2 1 0 0.206744550165
user_15/session_1 2 3 0 2 1 1 4 0.227993350585
user_15/session_1 2 3 1 1 1 1 1 0.315182482099
user_15/session_1 2 5 0 1 2 1 5 0.264705804857
user_15/session_1 2 5 2 2 2 1 2 0.226349488747
user_15/session_1 2 7 0 2 3 1 1 0.251523447807
user_15/session_1 2 5 0 3 2 1 0 0.404861038835
