ID cluster length robot_feedback previous_result current_result engagement action
user_22/session_1 0 3 0 2 1 0.2497989565 0
user_22/session_1 0 3 1 1 1 0.2373674832 4
user_22/session_1 0 5 0 1 1 0.2223900544 1
user_22/session_1 0 3 0 2 1 0.1485984364 0
user_22/session_1 0 3 1 1 1 0.2000258775 4
user_22/session_1 0 5 0 1 1 0.2037308034 1
user_22/session_1 0 7 0 2 1 0.2738039796 2
user_22/session_1 0 7 0 3 1 0.1379893429 2
user_22/session_1 0 7 2 3 1 0.1690177078 5
user_22/session_1 0 5 0 3 1 0.229059302 1
user_22/session_1 0 7 0 2 1 0.1611493979 2
user_22/session_1 0 7 1 3 -1 0.135039515 4
user_22/session_1 0 9 0 -3 -1 0.1562313825 3
user_22/session_1 0 7 0 -4 1 0.1837715063 2
user_22/session_1 0 7 2 3 1 0.1479740506 5
user_22/session_1 0 7 0 3 -1 0.3426560427 2
user_22/session_1 0 5 0 -3 1 0.256271176 1
user_22/session_1 0 3 0 2 1 0.2056445657 0
user_22/session_1 0 3 1 1 1 0.1643573867 4
user_22/session_1 0 7 0 1 -1 0.0967030806 2
user_56/session_1 0 3 0 0 1 0.1217688005 0
user_56/session_1 0 5 0 1 1 0.1861916283 1
user_56/session_1 0 7 0 2 1 0.2271099535 2
user_56/session_1 0 7 2 3 -1 0.3374456611 5
user_56/session_1 0 5 0 -3 1 0.1446716594 1
user_56/session_1 0 3 0 2 1 0.0607318178 0
user_56/session_1 0 3 1 1 1 0.1326172561 4
user_56/session_1 0 7 0 1 1 0.1859203073 2
user_56/session_1 0 9 0 3 -1 0.1745797009 3
user_56/session_1 0 9 2 -4 -1 0.2404391218 5
user_56/session_1 0 9 0 -4 -1 0.2601885233 3
user_56/session_1 0 5 0 -4 1 0.241159606 1
user_56/session_1 0 5 2 2 1 0.3452247932 5
user_56/session_1 0 3 0 2 1 0.352582492 0
user_56/session_1 0 3 1 1 1 0.2575846668 4
user_56/session_1 0 7 0 1 -1 0.1931683437 2
user_56/session_1 0 7 2 -3 1 0.1143517105 5
user_56/session_1 0 7 0 3 -1 0.2314667729 2
user_56/session_1 0 9 0 -3 -1 0.2862712604 3
user_56/session_1 0 7 0 -4 1 0.2402951344 2
user_56/session_1 0 5 0 3 1 0.4280250354 1
user_56/session_1 0 5 1 2 -1 0.3581464959 4
user_56/session_1 0 9 0 -2 1 0.3663398841 3
user_56/session_1 0 7 0 4 -1 0.4969798477 2
user_56/session_1 0 9 0 -3 1 0.3839155219 3
user_69/session_1 0 7 0 0 -1 0.3090854751 2
user_69/session_1 0 9 0 -3 -1 0.1203484019 3
user_69/session_1 0 9 1 -4 -1 0.1154094014 4
user_69/session_1 0 5 0 -4 1 0.0744747863 1
user_69/session_1 0 5 0 2 1 0.0480533974 1
user_69/session_1 0 3 0 2 1 0.1019164612 0
user_69/session_1 0 3 2 1 1 0.1104480297 5
user_69/session_1 0 7 0 1 -1 0.0672704478 2
user_69/session_1 0 5 0 -3 1 0.0533402393 1
user_69/session_1 0 3 0 2 1 0.170744428 0
user_69/session_1 0 3 1 1 1 0.09462419 4
user_69/session_1 0 5 0 1 1 0.1166378751 1
user_69/session_1 0 5 2 2 1 0.1266075861 5
user_69/session_1 0 7 0 2 1 0.1885503072 2
user_69/session_1 0 9 0 3 -1 0.0448636496 3
user_69/session_1 0 9 1 -4 -1 0.0885671166 4
user_69/session_1 0 9 0 -4 -1 0.0491605407 3
user_69/session_1 0 7 0 -4 1 0.0984150789 2
user_69/session_1 0 7 0 3 -1 0.0840367792 2
user_69/session_1 0 5 0 -3 1 0.0869038192 1
user_69/session_1 0 5 2 2 1 0.1530717032 5
user_69/session_1 0 7 0 2 1 0.1635219758 2
user_69/session_1 0 3 0 3 1 0.2067358529 0
user_69/session_1 0 3 1 1 1 0.1365565356 4
user_69/session_1 0 5 0 1 1 0.2214424728 1
user_36/session_1 0 3 0 0 1 0.3333039987 0
user_36/session_1 0 5 0 1 1 0.4386592057 1
user_36/session_1 0 7 0 2 1 0.4782802234 2
user_36/session_1 0 7 1 3 -1 0.3293596767 4
user_36/session_1 0 9 0 -3 -1 0.2907063567 3
user_36/session_1 0 9 2 -4 -1 0.520368006 5
user_36/session_1 0 7 0 -4 -1 0.3968042747 2
user_36/session_1 0 5 0 -3 1 0.3414309061 1
user_36/session_1 0 3 0 2 1 0.2368156424 0
user_36/session_1 0 3 1 1 1 0.4584887934 4
user_36/session_1 0 5 0 1 1 0.2562157746 1
user_36/session_1 0 5 2 2 1 0.323968821 5
user_36/session_1 0 7 0 2 -1 0.4405076922 2
user_36/session_1 0 9 0 -3 -1 0.53896241 3
user_36/session_1 0 9 2 -4 -1 0.2255319215 5
user_36/session_1 0 3 0 -4 1 0.3264107886 0
user_36/session_1 0 5 0 1 1 0.2498281907 1
user_36/session_1 0 7 0 2 1 0.4336536326 2
user_36/session_1 0 7 1 3 1 0.4679824952 4
user_36/session_1 0 7 0 3 1 0.1523363084 2
user_36/session_1 0 9 0 3 1 0.2429348046 3
user_36/session_1 0 9 1 4 -1 0.1337266771 4
user_36/session_1 0 3 0 -4 1 0.3785788254 0
user_36/session_1 0 5 0 1 1 0.3086528645 1
user_36/session_1 0 5 0 2 1 0.1548881412 1
user_38/session_1 1 7 0 0 1 0.4879722156 2
user_38/session_1 1 7 0 3 -1 0.3520331787 2
user_38/session_1 1 7 2 -3 -1 0.5034512509 5
user_38/session_1 1 9 0 -3 -1 0.4036549264 3
user_38/session_1 1 5 0 -4 1 0.3391154142 1
user_38/session_1 1 5 1 2 1 0.4948931969 4
user_38/session_1 1 5 0 2 -1 0.5243101111 1
user_38/session_1 1 3 0 -2 1 0.5755854032 0
user_38/session_1 1 3 2 1 1 0.4249802396 5
user_38/session_1 1 9 0 1 -1 0.5690272487 3
user_38/session_1 1 9 1 -4 -1 0.4097903707 4
user_38/session_1 1 7 0 -4 -1 0.3587026508 2
user_38/session_1 1 5 0 -3 1 0.3767638772 1
user_38/session_1 1 3 0 2 1 0.44275434 0
user_38/session_1 1 3 1 1 1 0.3032040691 4
user_38/session_1 1 5 0 1 1 0.5113227718 1
user_38/session_1 1 5 0 2 1 0.3526323312 1
user_38/session_1 1 9 0 2 -1 0.406429254 3
user_38/session_1 1 9 2 -4 -1 0.3994430355 5
user_38/session_1 1 9 0 -4 -1 0.3727822898 3
user_38/session_1 1 5 0 -4 1 0.3109779153 1
user_38/session_1 1 3 0 2 1 0.1287565129 0
user_38/session_1 1 7 0 1 -1 0.3496639748 2
user_38/session_1 1 7 0 -3 1 0.4083955222 2
user_38/session_1 1 7 1 3 -1 0.3872882928 4
user_40/session_1 2 3 0 0 1 0.4112467758 0
user_40/session_1 2 5 0 1 1 0.3611101495 1
user_40/session_1 2 7 0 2 1 0.157611039 2
user_40/session_1 2 7 1 3 1 0.2149243784 4
user_40/session_1 2 7 0 3 -1 0.2260401146 2
user_40/session_1 2 9 0 -3 -1 0.2051364279 3
user_40/session_1 2 9 2 -4 -1 0.2130025787 5
user_40/session_1 2 5 0 -4 1 0.0995963903 1
user_40/session_1 2 5 1 2 1 0.2453336893 4
user_40/session_1 2 3 0 2 1 0.1724148123 0
user_40/session_1 2 3 0 1 1 0.1559040049 0
user_40/session_1 2 7 0 1 -1 0.1683387252 2
user_40/session_1 2 7 1 -3 1 0.2126013751 4
user_40/session_1 2 9 0 3 -1 0.2130737911 3
user_40/session_1 2 9 2 -4 1 0.403255159 5
user_40/session_1 2 7 0 4 1 0.2414526447 2
user_40/session_1 2 5 0 3 1 0.0950893559 1
user_40/session_1 2 5 1 2 1 0.2788785446 4
user_40/session_1 2 3 0 2 1 0.1528929381 0
user_40/session_1 2 5 0 1 1 0.1330777276 1
user_40/session_1 2 9 0 2 -1 0.1784828708 3
user_40/session_1 2 9 2 -4 1 0.1993934104 5
user_40/session_1 2 9 1 4 1 0.2121352819 4
user_40/session_1 2 5 0 4 1 0.0829470545 1
user_40/session_1 2 3 0 2 1 0.1384626669 0
user_31/session_1 1 3 0 0 1 0.2634440488 0
user_31/session_1 1 5 0 1 -1 0.2317460531 1
user_31/session_1 1 5 1 -2 1 0.1694547896 4
user_31/session_1 1 7 0 2 -1 0.235772443 2
user_31/session_1 1 9 0 -3 1 0.3146579134 3
user_31/session_1 1 9 1 4 -1 0.2527410418 4
user_31/session_1 1 5 0 -4 1 0.1800251544 1
user_31/session_1 1 3 0 2 1 0.1616493702 0
user_31/session_1 1 3 1 1 1 0.2944768073 4
user_31/session_1 1 7 0 1 -1 0.1976178174 2
user_31/session_1 1 3 0 -3 1 0.4549667393 0
user_31/session_1 1 3 2 1 1 0.2924295414 5
user_31/session_1 1 5 0 1 1 0.2616414628 1
user_31/session_1 1 7 0 2 -1 0.3523732525 2
user_31/session_1 1 9 0 -3 -1 0.5483987275 3
user_31/session_1 1 9 1 -4 -1 0.4267988625 4
user_31/session_1 1 7 0 -4 -1 0.3274841959 2
user_31/session_1 1 3 0 -3 1 0.3403346212 0
user_31/session_1 1 3 2 1 1 0.4460864651 5
user_31/session_1 1 5 0 1 1 0.4861328764 1
user_31/session_1 1 3 0 2 1 0.4145726474 0
user_31/session_1 1 7 0 1 -1 0.4393430353 2
user_31/session_1 1 7 2 -3 1 0.4182059816 5
user_31/session_1 1 7 0 3 -1 0.4763021908 2
user_31/session_1 1 5 0 -3 -1 0.4228301065 1
user_32/session_1 0 7 0 0 1 0.3804545622 2
user_32/session_1 0 7 1 3 1 0.5081003527 4
user_32/session_1 0 9 0 3 1 0.4405451242 3
user_32/session_1 0 7 0 4 1 0.4434029939 2
user_32/session_1 0 5 0 3 1 0.4361410038 1
user_32/session_1 0 3 0 2 1 0.4838299398 0
user_32/session_1 0 3 1 1 1 0.2373965195 4
user_32/session_1 0 5 0 1 1 0.461048013 1
user_32/session_1 0 5 2 2 1 0.3975535357 5
user_32/session_1 0 3 0 2 1 0.4847100579 0
user_32/session_1 0 3 1 1 1 0.4554589592 4
user_32/session_1 0 3 0 1 -1 0.4298473308 0
user_32/session_1 0 5 0 -1 1 0.4155353805 1
user_32/session_1 0 5 2 2 1 0.469949526 5
user_32/session_1 0 7 0 2 1 0.3838272476 2
user_32/session_1 0 7 1 3 1 0.3377442758 4
user_32/session_1 0 7 0 3 1 0.3388820557 2
user_32/session_1 0 9 0 3 1 0.384518868 3
user_32/session_1 0 9 2 4 -1 0.3014119943 5
user_32/session_1 0 5 0 -4 1 0.2329495485 1
user_32/session_1 0 5 1 2 1 0.3289725384 4
user_32/session_1 0 7 0 2 -1 0.4667320982 2
user_32/session_1 0 9 0 -3 -1 0.4523151913 3
user_32/session_1 0 9 2 -4 -1 0.4173718274 5
user_32/session_1 0 9 0 -4 -1 0.6241662468 3
user_4/session_2 1 5 0 0 -1 0.2531729718 1
user_4/session_2 1 3 0 -2 1 0.1960742261 0
user_4/session_2 1 5 0 1 1 0.4430852152 1
user_4/session_2 1 5 2 2 1 0.2550321787 5
user_4/session_2 1 7 0 2 1 0.3260366438 2
user_4/session_2 1 9 0 3 -1 0.5581430551 3
user_4/session_2 1 7 0 -4 -1 0.4546401475 2
user_4/session_2 1 7 2 -3 -1 0.4433983424 5
user_4/session_2 1 5 0 -3 1 0.170541959 1
user_4/session_2 1 3 0 2 1 0.3527882494 0
user_4/session_2 1 3 1 1 1 0.1308979191 4
user_4/session_2 1 5 0 1 1 0.4234061305 1
user_4/session_2 1 5 2 2 1 0.3012690181 5
user_4/session_2 1 7 0 2 -1 0.2204277609 2
user_4/session_2 1 5 0 -3 -1 0.4362564089 1
user_4/session_2 1 3 0 -2 1 0.2829173784 0
user_4/session_2 1 3 2 1 1 0.2334272466 5
user_4/session_2 1 7 0 1 1 0.2242074129 2
user_4/session_2 1 9 0 3 1 0.234766822 3
user_4/session_2 1 9 1 4 -1 0.2835685451 4
user_4/session_2 1 7 0 -4 1 0.2374383219 2
user_4/session_2 1 9 0 3 -1 0.1571297932 3
user_4/session_2 1 7 0 -4 -1 0.2142015178 2
user_4/session_2 1 7 1 -3 -1 0.3500601484 4
user_4/session_2 1 5 0 -3 1 0.3158440256 1
user_4/session_3 1 3 0 0 1 0.1303144588 0
user_4/session_3 1 5 0 1 1 0.235387856 1
user_4/session_3 1 5 1 2 1 0.5196334496 4
user_4/session_3 1 7 0 2 -1 0.1668803052 2
user_4/session_3 1 9 0 -3 -1 0.2625668933 3
user_4/session_3 1 9 1 -4 -1 0.2942866944 4
user_4/session_3 1 5 0 -4 -1 0.3705450566 1
user_4/session_3 1 3 0 -2 1 0.2683675284 0
user_4/session_3 1 3 1 1 1 0.2621493631 4
user_4/session_3 1 7 0 1 -1 0.3736345874 2
user_4/session_3 1 3 0 -3 1 0.2228666305 0
user_4/session_3 1 3 2 1 1 0.3269971777 5
user_4/session_3 1 5 0 1 1 0.3196672392 1
user_4/session_3 1 7 0 2 1 0.1742063379 2
user_4/session_3 1 9 0 3 -1 0.2800751083 3
user_4/session_3 1 9 1 -4 -1 0.3678117774 4
user_4/session_3 1 7 0 -4 -1 0.2499409535 2
user_4/session_3 1 3 0 -3 1 0.600439402 0
user_4/session_3 1 3 2 1 1 0.3403341326 5
user_4/session_3 1 5 0 1 1 0.337642843 1
user_4/session_3 1 3 0 2 1 0.1935324302 0
user_4/session_3 1 7 0 1 1 0.4117448843 2
user_4/session_3 1 7 2 3 -1 0.2718381507 5
user_4/session_3 1 7 0 -3 1 0.334026601 2
user_4/session_3 1 5 0 3 1 0.1839338542 1
user_30/session_1 2 3 0 0 1 0.1825155836 0
user_30/session_1 2 5 0 1 1 0.275703593 1
user_30/session_1 2 7 0 2 1 0.2171498196 2
user_30/session_1 2 9 0 3 1 0.2925174941 3
user_30/session_1 2 9 1 4 1 0.3406487251 4
user_30/session_1 2 7 0 4 -1 0.2034973568 2
user_30/session_1 2 3 0 -3 1 0.2837844247 0
user_30/session_1 2 3 2 1 1 0.2893925639 5
user_30/session_1 2 5 0 1 1 0.2150165538 1
user_30/session_1 2 5 1 2 1 0.2700458781 4
user_30/session_1 2 5 0 2 1 0.3517510779 1
user_30/session_1 2 3 0 2 1 0.3571311637 0
user_30/session_1 2 3 2 1 1 0.2867086513 5
user_30/session_1 2 7 0 1 -1 0.1980215318 2
user_30/session_1 2 9 0 -3 -1 0.2877546498 3
user_30/session_1 2 9 2 -4 1 0.506493461 5
user_30/session_1 2 5 0 4 1 0.411407411 1
user_30/session_1 2 7 0 2 -1 0.3630298099 2
user_30/session_1 2 9 0 -3 -1 0.479280104 3
user_30/session_1 2 9 1 -4 -1 0.3339559554 4
user_30/session_1 2 7 0 -4 1 0.2918627849 2
user_30/session_1 2 5 0 3 1 0.3893284721 1
user_30/session_1 2 5 2 2 1 0.5440585034 5
user_30/session_1 2 5 0 2 1 0.3286438099 1
user_30/session_1 2 7 0 2 -1 0.1933688774 2
user_29/session_1 0 5 0 0 1 0.6009507251 1
user_29/session_1 0 3 0 2 1 0.2300615416 0
user_29/session_1 0 7 0 1 -1 0.4698539297 2
user_29/session_1 0 9 0 -3 -1 0.4001442281 3
user_29/session_1 0 9 1 -4 -1 0.4137536009 4
user_29/session_1 0 5 0 -4 1 0.4704493529 1
user_29/session_1 0 3 0 2 1 0.3479708675 0
user_29/session_1 0 5 0 1 1 0.6180785883 1
user_29/session_1 0 5 2 2 1 0.4403652317 5
user_29/session_1 0 7 0 2 -1 0.4024829789 2
user_29/session_1 0 7 1 -3 1 0.5359716845 4
user_29/session_1 0 9 0 3 -1 0.3221995794 3
user_29/session_1 0 9 2 -4 -1 0.425296676 5
user_29/session_1 0 7 0 -4 1 0.2737977998 2
user_29/session_1 0 5 0 3 1 0.2622459401 1
user_29/session_1 0 3 0 2 1 0.3077795146 0
user_29/session_1 0 7 0 1 -1 0.4489245449 2
user_29/session_1 0 7 1 -3 1 0.2746264558 4
user_29/session_1 0 9 0 3 -1 0.340075315 3
user_29/session_1 0 9 2 -4 -1 0.2395485682 5
user_29/session_1 0 7 0 -4 1 0.3769148833 2
user_29/session_1 0 5 0 3 1 0.3939323334 1
user_29/session_1 0 5 1 2 1 0.3261832283 4
user_29/session_1 0 7 0 2 -1 0.4178835069 2
user_29/session_1 0 9 0 -3 -1 0.3259706904 3
user_10/session_1 0 7 0 0 1 0.4514846518 2
user_10/session_1 0 9 0 3 -1 0.5385836925 3
user_10/session_1 0 9 2 -4 -1 0.5015547534 5
user_10/session_1 0 9 0 -4 -1 0.5008571485 3
user_10/session_1 0 5 0 -4 1 0.3758276346 1
user_10/session_1 0 3 0 2 1 0.1859827635 0
user_10/session_1 0 3 1 1 1 0.2195025916 4
user_10/session_1 0 5 0 1 1 0.4050052385 1
user_10/session_1 0 3 0 2 1 0.3396632466 0
user_10/session_1 0 3 1 1 1 0.419711132 4
user_10/session_1 0 5 0 1 1 0.3703882358 1
user_10/session_1 0 7 0 2 -1 0.3511295013 2
user_10/session_1 0 7 0 -3 -1 0.5017718822 2
user_10/session_1 0 7 2 -3 1 0.308578594 5
user_10/session_1 0 5 0 3 1 0.2218838042 1
user_10/session_1 0 7 0 2 -1 0.2651448549 2
user_10/session_1 0 7 1 -3 -1 0.3472033405 4
user_10/session_1 0 9 0 -3 1 0.4316028485 3
user_10/session_1 0 7 0 4 1 0.3526726984 2
user_10/session_1 0 7 2 3 1 0.3504783143 5
user_10/session_1 0 7 0 3 1 0.3946149212 2
user_10/session_1 0 5 0 3 1 0.1960748419 1
user_10/session_1 0 3 0 2 1 0.5611133668 0
user_10/session_1 0 3 1 1 1 0.2406339211 4
user_10/session_1 0 7 0 1 1 0.3825781732 2
user_62/session_1 2 3 0 0 1 0.1041679006 0
user_62/session_1 2 5 0 1 1 0.1827499763 1
user_62/session_1 2 7 0 2 -1 0.1993511827 2
user_62/session_1 2 9 0 -3 1 0.1042793623 3
user_62/session_1 2 9 1 4 1 0.1465987698 4
user_62/session_1 2 7 0 4 1 0.3969020722 2
user_62/session_1 2 3 0 3 1 0.444132605 0
user_62/session_1 2 3 2 1 1 0.1775585129 5
user_62/session_1 2 5 0 1 1 0.1928938662 1
user_62/session_1 2 5 1 2 1 0.260224917 4
user_62/session_1 2 5 0 2 1 0.3034223724 1
user_62/session_1 2 3 0 2 1 0.1478411159 0
user_62/session_1 2 3 2 1 1 0.2837296253 5
user_62/session_1 2 7 0 1 1 0.2486768537 2
user_62/session_1 2 9 0 3 1 0.3463960029 3
user_62/session_1 2 9 2 4 1 0.2656131624 5
user_62/session_1 2 5 0 4 1 0.2628444501 1
user_62/session_1 2 7 0 2 1 0.3291643157 2
user_62/session_1 2 9 0 3 -1 0.4417832769 3
user_62/session_1 2 9 1 -4 -1 0.3627346398 4
user_62/session_1 2 7 0 -4 -1 0.424384791 2
user_62/session_1 2 5 0 -3 1 0.22204148 1
user_62/session_1 2 5 2 2 1 0.2598041403 5
user_62/session_1 2 5 0 2 1 0.30548281 1
user_62/session_1 2 7 0 2 1 0.1702429226 2
user_49/session_1 0 7 0 0 -1 0.3158787005 2
user_49/session_1 0 9 0 -3 -1 0.3835163517 3
user_49/session_1 0 9 1 -4 -1 0.2780196704 4
user_49/session_1 0 5 0 -4 -1 0.3307378498 1
user_49/session_1 0 5 0 -2 1 0.1118823898 1
user_49/session_1 0 3 0 2 1 0.1174124916 0
user_49/session_1 0 3 2 1 1 0.1345288459 5
user_49/session_1 0 7 0 1 1 0.268184088 2
user_49/session_1 0 5 0 3 1 0.0888640092 1
user_49/session_1 0 3 0 2 1 0.0926309382 0
user_49/session_1 0 3 1 1 1 0.1302478178 4
user_49/session_1 0 5 0 1 1 0.1819401639 1
user_49/session_1 0 5 2 2 1 0.1656924492 5
user_49/session_1 0 7 0 2 -1 0.2998088207 2
user_49/session_1 0 9 0 -3 -1 0.1669705277 3
user_49/session_1 0 9 1 -4 -1 0.3496712406 4
user_49/session_1 0 9 0 -4 1 0.3767209714 3
user_49/session_1 0 7 0 4 1 0.2365729495 2
user_49/session_1 0 7 0 3 1 0.3083389642 2
user_49/session_1 0 5 0 3 1 0.2814637441 1
user_49/session_1 0 5 2 2 -1 0.4478175702 5
user_49/session_1 0 7 0 -2 -1 0.2928305465 2
user_49/session_1 0 3 0 -3 1 0.2670134522 0
user_49/session_1 0 3 1 1 1 0.2421180617 4
user_49/session_1 0 5 0 1 1 0.2604449153 1
user_17/session_1 1 3 0 0 1 0.3846365672 0
user_17/session_1 1 5 0 1 1 0.3077856163 1
user_17/session_1 1 7 0 2 -1 0.1439728164 2
user_17/session_1 1 7 2 -3 -1 0.3456704067 5
user_17/session_1 1 5 0 -3 1 0.2044470411 1
user_17/session_1 1 3 0 2 1 0.1440242972 0
user_17/session_1 1 3 1 1 1 0.1579005035 4
user_17/session_1 1 7 0 1 -1 0.1733944274 2
user_17/session_1 1 9 0 -3 -1 0.2057728777 3
user_17/session_1 1 9 2 -4 -1 0.2162271188 5
user_17/session_1 1 9 0 -4 -1 0.2259495949 3
user_17/session_1 1 5 0 -4 1 0.2197635988 1
user_17/session_1 1 5 2 2 1 0.2655810651 5
user_17/session_1 1 3 0 2 1 0.1601107667 0
user_17/session_1 1 3 1 1 1 0.3064324428 4
user_17/session_1 1 7 0 1 -1 0.3020811092 2
user_17/session_1 1 7 2 -3 1 0.217378161 5
user_17/session_1 1 7 0 3 -1 0.2359794032 2
user_17/session_1 1 9 0 -3 -1 0.1633896834 3
user_17/session_1 1 7 0 -4 1 0.1986004393 2
user_17/session_1 1 5 0 3 1 0.3016938564 1
user_17/session_1 1 5 1 2 1 0.1970238114 4
user_17/session_1 1 9 0 2 -1 0.3178206756 3
user_17/session_1 1 7 0 -4 -1 0.0955519809 2
user_17/session_1 1 9 0 -3 -1 0.2275713902 3
user_65/session_1 2 3 0 0 1 0.5343123624 0
user_65/session_1 2 5 0 1 1 0.5657671079 1
user_65/session_1 2 7 0 2 1 0.4071909875 2
user_65/session_1 2 7 1 3 -1 0.3166564889 4
user_65/session_1 2 7 0 -3 -1 0.1436125194 2
user_65/session_1 2 9 0 -3 -1 0.1563366454 3
user_65/session_1 2 9 2 -4 1 0.1879083812 5
user_65/session_1 2 5 0 4 1 0.1504172074 1
user_65/session_1 2 5 1 2 -1 0.1191933354 4
user_65/session_1 2 3 0 -2 1 0.1185638932 0
user_65/session_1 2 3 0 1 1 0.0757545849 0
user_65/session_1 2 7 0 1 1 0.1112248142 2
user_65/session_1 2 7 1 3 1 0.0761024777 4
user_65/session_1 2 9 0 3 -1 0.2167240692 3
user_65/session_1 2 9 2 -4 -1 0.1166846103 5
user_65/session_1 2 7 0 -4 -1 0.1916464619 2
user_65/session_1 2 5 0 -3 1 0.1166622 1
user_65/session_1 2 5 1 2 1 0.1359250966 4
user_65/session_1 2 3 0 2 1 0.0832683315 0
user_65/session_1 2 5 0 1 1 0.2614219674 1
user_65/session_1 2 9 0 2 1 0.1686188983 3
user_65/session_1 2 9 2 4 1 0.1860825619 5
user_65/session_1 2 9 1 4 -1 0.207575572 4
user_65/session_1 2 5 0 -4 1 0.1022352691 1
user_65/session_1 2 3 0 2 1 0.1451700847 0
user_55/session_1 1 3 0 0 1 0.2056313303 0
user_55/session_1 1 5 0 1 1 0.4575621857 1
user_55/session_1 1 5 1 2 1 0.3704321144 4
user_55/session_1 1 7 0 2 -1 0.6140108098 2
user_55/session_1 1 9 0 -3 -1 0.6383111286 3
user_55/session_1 1 9 1 -4 -1 0.6617933939 4
user_55/session_1 1 5 0 -4 1 0.252184318 1
user_55/session_1 1 3 0 2 1 0.4778865552 0
user_55/session_1 1 3 1 1 1 0.6134513514 4
user_55/session_1 1 7 0 1 -1 0.7443257847 2
user_55/session_1 1 3 0 -3 1 0.7160380812 0
user_55/session_1 1 3 2 1 1 0.6641903439 5
user_55/session_1 1 5 0 1 1 0.5720934137 1
user_55/session_1 1 7 0 2 -1 0.2118047505 2
user_55/session_1 1 9 0 -3 -1 0.6207170337 3
user_55/session_1 1 9 1 -4 -1 0.2249805964 4
user_55/session_1 1 7 0 -4 -1 0.0756711376 2
user_55/session_1 1 3 0 -3 1 0.2052980913 0
user_55/session_1 1 3 2 1 1 0.505592435 5
user_55/session_1 1 5 0 1 -1 0.4574867529 1
user_55/session_1 1 3 0 -2 1 0.4682972037 0
user_55/session_1 1 7 0 1 1 0.5609664613 2
user_55/session_1 1 7 2 3 1 0.4524582957 5
user_55/session_1 1 7 0 3 -1 0.4478959727 2
user_55/session_1 1 5 0 -3 1 0.3767081614 1
user_2/session_2 2 7 0 0 1 0.4371187386 2
user_2/session_2 2 9 0 3 -1 0.3920340008 3
user_2/session_2 2 9 2 -4 1 0.4101840401 5
user_2/session_2 2 9 0 4 1 0.3647867321 3
user_2/session_2 2 5 0 4 1 0.3532868537 1
user_2/session_2 2 3 0 2 1 0.3675785057 0
user_2/session_2 2 3 1 1 1 0.4274159195 4
user_2/session_2 2 5 0 1 1 0.315608053 1
user_2/session_2 2 3 0 2 1 0.5501606962 0
user_2/session_2 2 3 1 1 1 0.2424433194 4
user_2/session_2 2 5 0 1 1 0.3564178097 1
user_2/session_2 2 7 0 2 1 0.367366652 2
user_2/session_2 2 7 0 3 1 0.3303605039 2
user_2/session_2 2 7 2 3 1 0.4007144194 5
user_2/session_2 2 5 0 3 1 0.3864484216 1
user_2/session_2 2 7 0 2 1 0.5123039636 2
user_2/session_2 2 7 1 3 1 0.4113029844 4
user_2/session_2 2 9 0 3 1 0.4497278316 3
user_2/session_2 2 7 0 4 1 0.3139751478 2
user_2/session_2 2 7 2 3 1 0.4303527834 5
user_2/session_2 2 7 0 3 1 0.567744109 2
user_2/session_2 2 5 0 3 1 0.5417433843 1
user_2/session_2 2 3 0 2 1 0.3361543308 0
user_2/session_2 2 3 1 1 1 0.3432900613 4
user_2/session_2 2 7 0 1 1 0.2735383305 2
user_37/session_1 1 3 0 0 1 0.3620202357 0
user_37/session_1 1 5 0 1 1 0.2728575066 1
user_37/session_1 1 7 0 2 -1 0.3371025993 2
user_37/session_1 1 7 2 -3 1 0.1861793377 5
user_37/session_1 1 5 0 3 1 0.178937636 1
user_37/session_1 1 3 0 2 1 0.1668597327 0
user_37/session_1 1 3 1 1 1 0.1625235727 4
user_37/session_1 1 7 0 1 -1 0.2409412109 2
user_37/session_1 1 9 0 -3 -1 0.2271922235 3
user_37/session_1 1 9 2 -4 -1 0.2221827038 5
user_37/session_1 1 9 0 -4 -1 0.3278377471 3
user_37/session_1 1 5 0 -4 1 0.1490358863 1
user_37/session_1 1 5 2 2 1 0.1811304871 5
user_37/session_1 1 3 0 2 1 0.2995973476 0
user_37/session_1 1 3 1 1 1 0.1690956979 4
user_37/session_1 1 7 0 1 1 0.1652830885 2
user_37/session_1 1 7 2 3 1 0.1476145735 5
user_37/session_1 1 7 0 3 1 0.1808660067 2
user_37/session_1 1 9 0 3 -1 0.232939444 3
user_37/session_1 1 7 0 -4 -1 0.1509158293 2
user_37/session_1 1 5 0 -3 -1 0.1013450049 1
user_37/session_1 1 5 1 -2 1 0.0812229426 4
user_37/session_1 1 9 0 2 -1 0.2009054397 3
user_37/session_1 1 7 0 -4 -1 0.2540552994 2
user_37/session_1 1 9 0 -3 -1 0.1523617654 3
user_67/session_1 0 3 0 0 1 0.2711603981 0
user_67/session_1 0 5 0 1 1 0.3520953852 1
user_67/session_1 0 7 0 2 1 0.4577729506 2
user_67/session_1 0 9 0 3 1 0.2581039014 3
user_67/session_1 0 9 1 4 -1 0.3073951272 4
user_67/session_1 0 7 0 -4 1 0.1667254022 2
user_67/session_1 0 3 0 3 1 0.2207735246 0
user_67/session_1 0 3 2 1 1 0.1884329807 5
user_67/session_1 0 5 0 1 1 0.1524009043 1
user_67/session_1 0 5 1 2 1 0.3612558285 4
user_67/session_1 0 5 0 2 1 0.3012798817 1
user_67/session_1 0 3 0 2 1 0.1766756291 0
